Target_genes	BHLHE40|Average	SRX2424487|293	SRX2424488|293	SRX150519|A549	SRX150509|GM12878	SRX3322985|GM12878	SRX3322986|GM12878	SRX6888831|HeLa	SRX6888832|HeLa	SRX6888833|HeLa	SRX6888834|HeLa	SRX100528|Hep_G2	SRX150645|Hep_G2	SRX2424662|IMR-90	SRX2424663|IMR-90	SRX15783135|Jurkat	SRX15783136|Jurkat	SRX15783137|Jurkat	SRX15783138|Jurkat	SRX19471788|Jurkat	SRX19471789|Jurkat	SRX19471796|Jurkat	SRX19471797|Jurkat	SRX150695|K-562	SRX359985|LoVo	STRING
WASHC4	745.541667	0	0	653	1833	3286	3012	0	0	0	0	271	2093	1469	853	0	0	0	0	175	299	997	921	2031	0	0
TRIP10	745.125000	1625	808	458	1561	2909	2585	0	0	0	0	0	1794	1872	1650	0	0	0	0	188	200	412	324	1497	0	0
GPR108	745.125000	1625	808	458	1561	2909	2585	0	0	0	0	0	1794	1872	1650	0	0	0	0	188	200	412	324	1497	0	0
ATXN2	744.916667	0	0	967	2032	2759	2512	201	0	0	0	554	1932	1746	1007	0	0	0	0	164	396	1069	666	1873	0	0
TMEM129	743.791667	209	0	696	1964	2531	2546	309	240	0	0	220	1650	1109	665	0	0	0	0	460	602	1786	1164	1700	0	0
TACC3	743.791667	209	0	696	1964	2531	2546	309	240	0	0	220	1650	1109	665	0	0	0	0	460	602	1786	1164	1700	0	0
SLBP	743.791667	209	0	696	1964	2531	2546	309	240	0	0	220	1650	1109	665	0	0	0	0	460	602	1786	1164	1700	0	0
MICU1	742.958333	0	0	391	1792	2888	2158	0	0	0	0	312	2215	1593	1224	0	0	0	0	311	541	1334	1065	2007	0	0
NT5C	741.958333	0	0	766	1804	3251	2785	387	159	0	0	216	1689	1423	767	0	0	0	0	214	410	1274	798	1864	0	0
PLOD1	740.208333	0	0	637	2165	2760	2329	754	274	0	0	572	2069	2111	1324	0	0	0	0	0	196	438	304	1832	0	0
KIAA2013	740.208333	0	0	637	2165	2760	2329	754	274	0	0	572	2069	2111	1324	0	0	0	0	0	196	438	304	1832	0	0
GSN	739.583333	201	0	989	1719	3016	1898	238	0	0	0	271	2178	2053	1408	0	0	0	0	237	256	882	425	1979	0	0
CCDC126	737.916667	157	0	549	2010	3228	2910	261	109	0	0	426	1813	1397	704	0	0	0	0	203	449	867	578	2049	0	0
HES1	737.625000	212	0	896	1542	2005	2050	209	210	0	0	457	1512	1481	1369	0	0	0	0	610	1087	1601	1191	1271	0	0
COQ8A	736.291667	0	0	665	1728	3249	2001	353	211	0	0	187	1474	2120	1239	0	0	0	0	181	216	1289	895	1863	0	0
PHF5A	735.125000	0	0	295	2102	3352	2625	0	0	0	0	197	1574	1764	1151	0	0	0	0	246	481	1287	849	1720	0	0
FOXRED2	735.125000	0	0	496	1912	3180	2923	317	0	0	0	608	1956	1294	579	0	0	0	0	160	301	1149	837	1931	0	0
ACO2	735.125000	0	0	295	2102	3352	2625	0	0	0	0	197	1574	1764	1151	0	0	0	0	246	481	1287	849	1720	0	0
RPL27	734.541667	0	0	378	1805	3131	1298	0	0	0	0	152	1218	1686	686	0	0	0	0	688	956	2094	1851	1686	0	0
IFI35	734.541667	0	0	378	1805	3131	1298	0	0	0	0	152	1218	1686	686	0	0	0	0	688	956	2094	1851	1686	0	0
PHF23	734.000000	0	0	424	1522	3239	2834	0	0	0	0	344	1992	1364	728	130	0	0	0	557	731	1060	680	2011	0	0
GABARAP	734.000000	0	0	424	1522	3239	2834	0	0	0	0	344	1992	1364	728	130	0	0	0	557	731	1060	680	2011	0	0
DVL2	734.000000	0	0	424	1522	3239	2834	0	0	0	0	344	1992	1364	728	130	0	0	0	557	731	1060	680	2011	0	0
CLEC18B	729.625000	189	0	955	2013	2569	1510	0	0	0	0	612	2182	2268	1078	0	0	0	0	245	267	954	589	2080	0	0
IRGM	729.208333	0	0	182	2410	3370	2366	0	0	0	0	232	1187	2370	1912	0	0	0	0	240	282	669	448	1833	0	0
EIF5A2	729.000000	312	259	941	1709	1621	1622	295	193	0	0	465	2281	1753	1602	0	0	0	0	145	410	1120	675	2093	0	0
NPIPB15	728.958333	0	0	572	1901	3240	1986	0	0	0	0	476	1581	1746	1081	0	0	0	0	258	461	1449	924	1820	0	0
UROS	728.333333	2230	1294	243	1811	2718	2498	0	0	0	0	0	1728	1707	1378	0	0	0	0	145	130	271	149	1178	0	0
BCCIP	728.333333	2230	1294	243	1811	2718	2498	0	0	0	0	0	1728	1707	1378	0	0	0	0	145	130	271	149	1178	0	0
UBE2S	727.541667	70	0	879	1913	2688	2109	249	148	0	0	0	780	1851	1448	0	0	0	0	338	584	1554	1172	1678	0	0
MYO9B	727.125000	913	411	399	1906	2459	1934	0	0	0	0	0	1830	1909	1696	0	0	0	0	444	548	762	530	1710	0	0
HAUS8	727.125000	913	411	399	1906	2459	1934	0	0	0	0	0	1830	1909	1696	0	0	0	0	444	548	762	530	1710	0	0
WDR6	726.333333	247	0	428	1856	3184	2565	0	0	0	0	399	1878	1298	992	0	0	0	0	222	390	1254	871	1848	0	0
CMTR2	722.500000	0	0	476	1831	3187	2350	201	0	0	0	382	2122	1662	1183	0	0	0	0	182	290	772	540	2162	0	0
BHLHE40	721.416667	359	122	1098	1407	2426	1720	224	150	0	0	1114	2012	1865	1574	0	0	0	0	269	470	578	417	1509	0	0
ULK4	720.708333	794	374	327	2299	2385	1742	0	0	0	0	0	2101	2084	1937	0	0	0	0	249	301	462	362	1880	0	0
ABCA3	718.875000	0	0	553	1968	2912	2322	171	0	0	0	193	1732	1738	1127	0	0	0	0	339	624	895	850	1829	0	0
OGA	716.291667	984	534	545	1891	2114	1436	0	0	0	0	0	1905	2034	1922	0	0	0	0	375	578	857	592	1424	0	0
SERTAD1	714.583333	0	0	1134	1908	2883	2326	522	418	0	0	489	1805	1762	1062	0	0	0	0	146	210	580	186	1719	0	0
PET117	713.791667	0	0	545	1896	3029	1985	0	107	0	0	568	1744	1592	805	0	0	0	0	361	395	1263	960	1881	0	0
KAT14	713.791667	0	0	545	1896	3029	1985	0	107	0	0	568	1744	1592	805	0	0	0	0	361	395	1263	960	1881	0	0
BPTF	712.750000	0	0	530	1865	2924	2268	0	0	0	0	276	2135	1284	862	0	0	0	0	356	507	1325	779	1995	0	0
TAF9	710.583333	0	0	570	1598	2946	2471	207	0	0	0	226	1716	1417	1000	0	0	0	0	402	462	1298	970	1771	0	0
RAD17	710.583333	0	0	570	1598	2946	2471	207	0	0	0	226	1716	1417	1000	0	0	0	0	402	462	1298	970	1771	0	0
AK6	710.583333	0	0	570	1598	2946	2471	207	0	0	0	226	1716	1417	1000	0	0	0	0	402	462	1298	970	1771	0	0
ITFG2	710.333333	109	0	624	1953	2656	2099	0	0	0	0	181	1880	1725	982	0	0	0	0	345	464	1130	773	2127	0	0
PNP	708.541667	0	0	643	1456	3118	2191	76	0	0	0	326	1911	1344	876	0	0	0	0	502	687	1170	810	1895	0	0
ARHGDIA	707.333333	0	0	922	2055	2654	2076	242	0	0	0	420	1816	1806	1149	0	0	0	0	241	330	903	583	1779	0	0
FAM185A	707.291667	0	0	551	2122	2981	2232	275	124	0	0	215	1242	1803	740	0	0	0	0	276	342	1220	920	1932	0	0
PRKDC	705.958333	760	254	363	2142	2609	1683	0	0	0	0	0	1907	2028	1516	0	0	0	0	341	371	737	422	1810	0	0
MCM4	705.958333	760	254	363	2142	2609	1683	0	0	0	0	0	1907	2028	1516	0	0	0	0	341	371	737	422	1810	0	0
PROX2	705.875000	740	159	518	2156	3046	2010	0	0	0	0	0	2160	2238	1821	0	0	0	0	73	128	309	179	1404	0	0
SYMPK	703.958333	0	0	878	2092	2995	1869	0	0	0	0	312	1445	1726	579	0	0	0	0	313	407	1404	957	1918	0	0
FOXA3	703.958333	0	0	878	2092	2995	1869	0	0	0	0	312	1445	1726	579	0	0	0	0	313	407	1404	957	1918	0	0
PHRF1	703.916667	1439	697	620	2116	2730	2176	0	0	0	0	0	1389	1630	1699	0	0	0	0	185	293	428	305	1187	0	0
ADSL	702.750000	254	0	729	1828	3145	2873	347	312	0	0	301	1557	1231	890	0	0	0	0	184	202	855	525	1633	0	0
TARDBP	701.500000	1557	965	222	1912	2584	2051	0	0	0	0	0	1611	1652	1489	0	0	0	0	250	342	475	344	1382	0	0
TBC1D5	701.166667	0	0	553	1754	3146	2371	207	0	0	0	421	1399	1836	1509	0	0	0	0	166	210	961	681	1614	0	0
MEX3D	700.875000	0	0	429	2030	3643	3090	353	147	0	0	445	1712	1127	606	0	0	0	0	0	266	574	347	2052	0	0
DPP9	700.125000	365	308	290	2038	2473	1484	0	0	0	0	0	2015	1858	1602	0	0	0	0	469	664	842	814	1581	0	0
CREBRF	699.291667	0	0	431	1911	2727	2380	0	0	0	0	485	1748	1381	811	0	0	0	0	360	596	1250	955	1748	0	0
FUS	698.333333	1846	1007	335	1648	2266	1945	0	0	0	0	0	1649	1704	1490	0	0	0	0	207	364	562	470	1267	0	0
LTV1	697.083333	0	0	251	1839	3186	2818	0	0	0	0	449	1922	1293	987	0	0	0	0	234	375	892	840	1644	0	0
GIT2	695.541667	1782	1218	523	1712	2201	2015	0	0	0	0	0	1673	1673	1383	0	0	0	0	111	204	403	209	1465	121	0
GGA2	695.541667	0	0	194	1018	2504	1716	0	0	0	0	157	1707	2000	1856	0	0	0	0	859	1101	1265	836	1480	0	0
ANKRD13A	695.541667	1782	1218	523	1712	2201	2015	0	0	0	0	0	1673	1673	1383	0	0	0	0	111	204	403	209	1465	121	0
PIK3R3	694.916667	2031	1043	293	1376	2229	2048	210	0	0	0	0	1552	1329	1213	0	0	0	0	216	332	768	422	1616	0	0
HSF2	694.125000	0	0	438	2169	3172	2303	0	0	0	0	687	2059	1665	1250	0	0	0	0	0	125	508	219	2064	0	0
PEX14	693.666667	0	0	401	2066	2574	1947	0	0	0	0	191	2082	1603	1093	0	0	0	0	344	405	1146	939	1857	0	0
DFFA	693.666667	0	0	401	2066	2574	1947	0	0	0	0	191	2082	1603	1093	0	0	0	0	344	405	1146	939	1857	0	0
YY1AP1	692.791667	1868	1108	206	1493	2959	2727	0	0	0	0	0	1417	1154	936	0	0	0	0	274	329	678	525	953	0	0
DAP3	692.791667	1868	1108	206	1493	2959	2727	0	0	0	0	0	1417	1154	936	0	0	0	0	274	329	678	525	953	0	0
BOD1	689.416667	0	0	410	1831	2930	2153	334	0	0	0	286	1278	1665	1289	0	0	0	0	387	488	1019	779	1697	0	0
PRKCI	687.958333	2354	1112	445	1679	2071	1712	0	0	0	0	0	1574	1803	1515	0	0	0	0	0	121	202	176	1653	94	0
WDR54	687.250000	0	0	428	2091	3175	2028	213	0	0	0	395	1184	2025	1118	0	0	0	0	171	351	837	668	1810	0	0
C2orf81	687.250000	0	0	428	2091	3175	2028	213	0	0	0	395	1184	2025	1118	0	0	0	0	171	351	837	668	1810	0	0
FLCN	684.333333	1956	1237	337	1398	2434	2381	0	0	0	0	145	1371	1221	1138	0	0	0	0	234	260	654	281	1305	72	0
HDHD5	683.791667	0	0	246	2056	2973	3175	248	282	0	0	0	0	1565	1225	0	0	0	0	407	551	1185	768	1730	0	0
USP6NL	683.166667	0	0	482	1751	3369	2985	333	248	0	0	367	1834	1495	833	0	0	0	0	136	157	265	371	1770	0	0
PIM3	683.041667	0	0	337	1877	2260	2030	0	0	0	0	249	1503	2061	1652	0	0	0	0	347	506	964	670	1937	0	0
GNA13	682.583333	0	0	290	2330	3312	3076	0	0	0	0	322	827	1345	502	0	0	0	0	247	339	1202	750	1840	0	0
UIMC1	682.500000	673	200	528	1927	2418	1664	0	0	0	0	0	2095	2096	1504	0	0	0	0	274	443	575	265	1718	0	0
CCDC116	681.958333	0	0	414	2127	3146	2812	193	0	0	0	150	1577	663	480	0	0	0	0	526	532	1471	1375	901	0	0
GALE	681.875000	0	0	1074	2268	3355	2405	0	0	0	0	809	2125	975	414	0	0	0	0	229	306	293	328	1784	0	0
PIP4P1	681.250000	0	0	643	1456	3118	2191	76	0	0	0	326	1911	1344	876	0	0	0	0	223	311	1170	810	1895	0	0
OSGEP	681.250000	0	0	643	1456	3118	2191	76	0	0	0	326	1911	1344	876	0	0	0	0	223	311	1170	810	1895	0	0
APEX1	681.250000	0	0	643	1456	3118	2191	76	0	0	0	326	1911	1344	876	0	0	0	0	223	311	1170	810	1895	0	0
LRRC56	680.916667	0	0	133	2053	2647	2767	0	0	0	0	111	1641	1588	1049	0	0	0	0	228	367	945	875	1938	0	0
HRAS	680.916667	0	0	133	2053	2647	2767	0	0	0	0	111	1641	1588	1049	0	0	0	0	228	367	945	875	1938	0	0
GZF1	680.500000	0	0	531	1479	2527	2578	0	0	0	0	330	1562	1357	974	0	0	0	0	267	605	1288	1193	1641	0	0
BROX	680.000000	167	0	516	1947	2499	1543	0	0	0	0	404	1453	1621	914	0	0	0	0	273	463	1748	1170	1602	0	0
AIDA	680.000000	167	0	516	1947	2499	1543	0	0	0	0	404	1453	1621	914	0	0	0	0	273	463	1748	1170	1602	0	0
EIF4A3	679.291667	0	0	591	1958	2862	1715	0	0	0	0	296	2005	1547	836	0	0	0	0	238	473	1043	622	2117	0	0
PPP5D1	679.125000	1380	788	323	1604	1962	1801	0	0	0	0	0	1443	1214	1137	0	0	0	0	634	664	1363	842	1144	0	0
CALM3	679.125000	1380	788	323	1604	1962	1801	0	0	0	0	0	1443	1214	1137	0	0	0	0	634	664	1363	842	1144	0	0
IP6K1	678.500000	0	0	473	1852	3134	2159	0	0	0	0	229	2134	1566	900	0	0	0	0	149	186	894	529	2079	0	0
ILF3	678.250000	0	0	342	1328	2644	2254	0	0	0	0	227	1789	1666	1173	0	0	0	0	442	555	1174	951	1733	0	0
SNAP29	676.708333	0	0	302	1976	3068	2238	0	0	0	0	0	1893	1646	1193	0	0	0	0	591	518	855	753	1208	0	0
PI4KA	676.708333	0	0	302	1976	3068	2238	0	0	0	0	0	1893	1646	1193	0	0	0	0	591	518	855	753	1208	0	0
LRRC58	676.541667	0	0	526	1915	2797	2648	375	243	0	0	233	1740	1104	707	0	0	0	0	224	326	899	673	1827	0	0
CD164	674.875000	1715	705	340	1500	2125	1694	0	0	0	0	613	1615	1343	1229	0	0	0	0	206	315	812	515	1470	0	0
RAB29	674.125000	146	0	434	1861	2994	2218	136	0	0	0	361	1380	1245	554	0	0	0	0	275	538	1310	831	1896	0	0
EED	674.125000	1831	1140	494	1652	2247	1586	0	0	0	0	0	1690	1751	1613	0	0	0	0	98	202	352	171	1352	0	0
PRX	673.500000	0	0	1134	1908	2883	2326	522	418	0	0	489	1805	1762	1062	0	0	0	0	0	136	0	0	1719	0	0
SLC25A36	673.333333	0	0	355	1994	3055	2083	133	0	0	0	599	2026	1339	753	0	0	0	0	148	439	614	580	2042	0	0
SPATA9	670.833333	0	0	335	1783	2998	2578	0	0	0	0	379	1225	1399	681	0	0	0	0	340	651	1164	891	1676	0	0
RHOBTB3	670.833333	0	0	335	1783	2998	2578	0	0	0	0	379	1225	1399	681	0	0	0	0	340	651	1164	891	1676	0	0
SPPL3	670.250000	0	0	323	1593	3289	2887	0	0	0	0	245	2102	1336	948	0	0	0	0	0	198	725	386	2054	0	0
NAPA	670.000000	0	0	915	1277	2539	1645	193	0	0	0	274	1471	1472	933	0	0	0	0	554	720	1421	994	1672	0	0
AMZ2	668.625000	0	0	504	1584	2925	2237	0	0	0	0	443	1988	1119	696	0	0	0	0	272	389	1082	943	1865	0	0
TMEM38A	668.000000	0	0	424	1867	2774	2273	203	0	0	0	471	1486	1418	665	0	0	0	0	210	262	1175	972	1832	0	0
SMIM7	668.000000	0	0	424	1867	2774	2273	203	0	0	0	471	1486	1418	665	0	0	0	0	210	262	1175	972	1832	0	0
MRPL37	667.541667	388	202	388	2080	3081	2398	240	0	0	0	494	1703	963	786	0	0	0	0	154	274	622	468	1780	0	0
CYB5RL	667.541667	388	202	388	2080	3081	2398	240	0	0	0	494	1703	963	786	0	0	0	0	154	274	622	468	1780	0	0
SMPD1	667.458333	0	0	0	1610	3157	1745	0	0	0	0	0	347	1211	619	0	0	0	0	738	1178	2259	1526	1629	0	0
RABEP1	667.416667	0	0	721	1435	2333	1614	298	200	0	0	375	1834	1510	915	0	0	0	0	382	738	1329	706	1628	0	0
TBC1D30	667.375000	0	0	374	1491	3126	2381	412	117	0	0	291	2005	1109	640	0	0	0	0	143	197	1003	629	2099	0	0
RNASEK	666.208333	1430	839	487	1445	2535	2345	0	0	0	0	0	1653	1326	1208	0	0	0	0	212	348	417	309	1435	0	0
C17orf49	666.208333	1430	839	487	1445	2535	2345	0	0	0	0	0	1653	1326	1208	0	0	0	0	212	348	417	309	1435	0	0
NUFIP1	665.333333	0	0	470	2058	2983	1726	0	0	0	0	264	1770	1514	773	0	0	0	0	193	332	1200	577	2108	0	0
GPALPP1	665.333333	0	0	470	2058	2983	1726	0	0	0	0	264	1770	1514	773	0	0	0	0	193	332	1200	577	2108	0	0
SEC24A	662.958333	0	0	543	1599	2777	1759	301	203	0	0	0	1759	1464	1016	0	0	0	0	324	378	1446	837	1505	0	0
BSG	661.500000	0	0	543	1753	2678	2145	204	0	0	0	319	1969	1479	1199	0	0	0	0	114	341	768	684	1680	0	0
SPRING1	661.125000	0	0	290	1936	2974	1926	0	0	0	0	198	1196	1392	781	0	0	0	0	367	628	1449	775	1955	0	0
RNFT2	661.125000	0	0	290	1936	2974	1926	0	0	0	0	198	1196	1392	781	0	0	0	0	367	628	1449	775	1955	0	0
ZNF358	658.083333	139	0	168	1193	3634	3057	0	0	0	0	0	2012	730	702	0	0	0	0	389	461	809	610	1890	0	0
MCOLN1	658.083333	139	0	168	1193	3634	3057	0	0	0	0	0	2012	730	702	0	0	0	0	389	461	809	610	1890	0	0
CACYBP	656.875000	0	0	292	1781	3028	2126	355	184	0	0	180	1188	1597	915	0	0	0	0	153	276	1253	804	1633	0	0
ZNF131	656.458333	0	0	357	1741	2904	2610	335	263	0	0	170	1427	1369	808	0	0	0	0	241	285	1012	558	1675	0	0
HYAL1	656.125000	2024	1443	97	1570	2622	2174	0	0	0	0	0	1255	1398	1135	0	0	0	0	180	252	590	215	792	0	0
NAMPT	655.750000	0	0	686	1552	2527	2305	464	304	0	0	551	1245	1178	761	0	0	0	0	277	457	1144	845	1442	0	0
ZBTB40	654.083333	0	0	367	1445	2932	2124	0	0	0	0	112	2096	640	616	0	0	0	0	499	643	1143	1154	1927	0	0
PFDN4	652.250000	1314	562	242	1819	2819	2197	0	0	0	0	0	1831	1456	1127	0	0	0	0	105	256	355	196	1222	153	0
ATP2C1	652.166667	0	0	0	1893	2716	2133	0	0	0	0	0	0	71	0	0	0	0	198	1527	2016	2542	2011	545	0	0
HGH1	652.041667	0	0	527	1374	2952	2756	527	300	0	0	0	799	1574	1084	0	0	0	0	185	378	959	626	1608	0	0
CLTC	651.916667	0	0	286	1420	2446	1580	0	0	0	0	362	1593	1209	640	0	0	0	0	961	1253	1366	1102	1428	0	0
USP36	651.666667	0	0	547	1738	2522	1865	196	170	0	0	324	1502	1653	882	0	0	0	0	231	397	1025	770	1818	0	0
PSIP1	651.583333	1603	770	297	1688	2453	1941	0	0	0	0	0	1716	1552	1254	0	0	0	0	227	283	509	296	1049	0	0
DHDDS	651.500000	0	0	249	1681	2914	2151	0	0	0	0	229	1702	1272	759	0	0	0	0	392	517	1062	721	1987	0	0
TTC37	651.166667	0	0	412	1852	2413	1298	0	0	0	0	345	2076	1496	926	0	0	0	0	228	402	1370	876	1934	0	0
ARSK	651.166667	0	0	412	1852	2413	1298	0	0	0	0	345	2076	1496	926	0	0	0	0	228	402	1370	876	1934	0	0
ZNF124	649.916667	0	0	333	1901	3169	2700	0	0	0	0	264	1233	1162	759	0	0	0	0	241	317	1108	728	1683	0	0
TDG	649.500000	106	0	801	1882	2066	1425	0	0	0	0	245	2180	1869	1381	0	0	0	0	163	259	718	479	2014	0	0
C12orf73	649.500000	106	0	801	1882	2066	1425	0	0	0	0	245	2180	1869	1381	0	0	0	0	163	259	718	479	2014	0	0
EIF2S1	649.208333	0	0	598	1651	2972	1150	287	0	0	0	192	1311	1803	817	0	0	0	0	346	522	1209	1006	1717	0	0
ATP6V1D	649.208333	0	0	598	1651	2972	1150	287	0	0	0	192	1311	1803	817	0	0	0	0	346	522	1209	1006	1717	0	0
TM2D3	648.666667	0	0	329	1427	2534	1607	367	217	0	0	0	1008	1651	977	0	0	0	0	489	725	1666	1092	1479	0	0
RGS20	648.083333	0	0	425	1662	3208	2415	0	0	0	0	200	2175	919	679	0	0	0	0	124	172	925	642	2008	0	0
ATP6V1H	648.083333	0	0	425	1662	3208	2415	0	0	0	0	200	2175	919	679	0	0	0	0	124	172	925	642	2008	0	0
CANX	647.791667	0	0	319	1918	3033	2704	209	0	0	0	0	1622	1201	864	0	0	0	0	208	351	894	599	1625	0	0
CDON	647.041667	1228	883	244	1668	2335	2093	0	0	0	0	145	1821	1373	1284	0	0	0	0	0	243	464	315	1433	0	0
ARRDC4	646.916667	0	0	911	328	439	849	0	0	0	0	238	2020	2278	2486	0	0	0	0	548	765	1941	1877	846	0	0
AATF	646.875000	0	0	587	1773	2907	2322	0	0	0	0	122	1749	995	582	0	0	0	0	239	370	1114	800	1965	0	0
UBE2B	645.916667	723	637	458	1212	2472	1664	0	0	0	0	253	1649	1128	876	0	0	0	0	451	738	896	658	1687	0	0
CDKL3	645.916667	723	637	458	1212	2472	1664	0	0	0	0	253	1649	1128	876	0	0	0	0	451	738	896	658	1687	0	0
DCK	645.791667	0	0	240	1654	3108	2404	0	0	0	0	468	1986	1291	762	0	0	0	0	105	298	715	517	1951	0	0
TET3	645.375000	0	0	373	1694	2881	2869	0	0	0	0	294	1274	1141	668	0	0	0	0	473	796	917	790	1319	0	0
DNMT1	644.750000	641	360	296	1843	2549	1679	0	0	0	0	0	2045	1856	1327	0	0	0	0	127	242	349	194	1966	0	0
TRMO	644.541667	0	0	352	1325	3084	2099	0	0	0	0	147	1825	1253	922	0	0	0	0	347	472	1148	732	1763	0	0
PHB	644.375000	0	0	404	2055	3214	1818	0	0	0	0	325	1600	1290	574	0	0	0	0	271	441	1023	723	1727	0	0
ING1	644.291667	0	0	427	1793	2824	2270	231	0	0	0	163	1018	2007	1235	0	0	0	0	122	371	765	635	1602	0	0
CARS2	644.291667	0	0	427	1793	2824	2270	231	0	0	0	163	1018	2007	1235	0	0	0	0	122	371	765	635	1602	0	0
DDX39A	642.916667	123	0	399	1944	2810	1815	247	103	0	0	297	1687	1895	1028	0	0	0	0	145	271	416	337	1913	0	0
VPS26A	642.708333	0	0	478	1405	3307	2391	183	0	0	0	399	2134	1154	615	0	0	0	0	106	217	727	388	1921	0	0
TMEM107	642.333333	651	477	658	1086	1700	836	0	0	0	0	133	1657	1173	594	184	0	127	325	837	1087	1431	1292	1168	0	0
HYAL2	641.250000	2024	1443	97	1570	2622	2174	0	0	0	0	0	1255	1398	1135	0	0	0	0	180	167	310	223	792	0	0
CEP63	640.208333	288	78	341	1672	2408	1828	0	0	0	0	277	1269	1555	1089	0	0	0	0	313	459	1375	819	1594	0	0
ANAPC13	640.208333	288	78	341	1672	2408	1828	0	0	0	0	277	1269	1555	1089	0	0	0	0	313	459	1375	819	1594	0	0
TIGD5	638.958333	1358	781	397	1710	2685	2620	0	0	0	0	0	1465	1187	1182	0	0	0	0	0	191	444	301	1014	0	0
EEF1D	638.958333	1358	781	397	1710	2685	2620	0	0	0	0	0	1465	1187	1182	0	0	0	0	0	191	444	301	1014	0	0
UQCC2	638.625000	0	0	393	1980	3019	2186	222	149	0	0	320	1821	1440	757	0	0	0	0	130	223	542	287	1858	0	0
CLN3	637.916667	0	0	423	1625	2440	1649	0	0	0	0	304	1929	1375	638	0	0	0	0	430	789	1089	582	2037	0	0
APOBR	637.916667	0	0	423	1625	2440	1649	0	0	0	0	304	1929	1375	638	0	0	0	0	430	789	1089	582	2037	0	0
TSR3	637.416667	0	0	144	1429	3347	2780	0	0	0	0	154	1582	646	551	0	0	0	101	439	763	985	634	1743	0	0
GNPTG	637.416667	0	0	144	1429	3347	2780	0	0	0	0	154	1582	646	551	0	0	0	101	439	763	985	634	1743	0	0
TEX10	637.250000	129	0	274	1431	2656	1910	0	0	0	0	209	1938	939	648	0	0	0	0	419	696	1346	918	1781	0	0
UBE2D3	637.166667	264	0	377	1662	2445	1694	0	0	0	0	349	1737	917	768	0	0	0	0	402	733	1287	977	1680	0	0
CYB561	636.416667	0	0	877	2109	3233	3434	423	363	0	0	0	729	1541	938	0	0	0	0	0	0	0	0	1627	0	0
CMC2	636.375000	1914	1137	244	1397	2214	2258	0	0	0	0	0	1594	1288	1154	0	0	0	0	185	228	326	192	1009	133	0
CENPN	636.375000	1914	1137	244	1397	2214	2258	0	0	0	0	0	1594	1288	1154	0	0	0	0	185	228	326	192	1009	133	0
UQCRC2	636.000000	1749	953	426	1698	1949	1654	0	0	0	0	0	1505	1712	1479	0	0	0	0	143	239	363	234	1160	0	0
AKIRIN1	635.833333	249	0	384	2114	2560	1750	0	0	0	0	0	1982	1919	1619	0	0	0	0	179	178	287	207	1832	0	0
DNAJC16	635.625000	0	0	781	1146	2277	1451	122	0	0	0	0	1467	1571	998	0	0	0	0	488	681	1467	1261	1545	0	0
CASP9	635.625000	0	0	781	1146	2277	1451	122	0	0	0	0	1467	1571	998	0	0	0	0	488	681	1467	1261	1545	0	0
GNS	635.250000	0	0	374	1491	3126	2381	193	0	0	0	149	2005	816	640	0	0	0	0	143	197	1003	629	2099	0	0
ZNF219	635.000000	1686	784	212	1336	2479	2225	0	0	0	0	198	1175	1203	1433	0	0	0	0	136	282	425	341	1325	0	0
TMEM253	635.000000	1686	784	212	1336	2479	2225	0	0	0	0	198	1175	1203	1433	0	0	0	0	136	282	425	341	1325	0	0
PER2	634.916667	187	0	287	1843	2785	2597	0	0	0	0	279	1478	674	604	0	0	0	0	259	452	1256	810	1727	0	0
TCP11L2	634.708333	1495	838	342	1542	2356	1938	0	0	0	0	0	1335	1594	1308	0	0	0	0	159	217	341	201	1567	0	0
TNPO2	633.583333	0	0	270	1469	2762	2124	0	0	0	0	191	2031	1368	1165	0	0	0	0	211	333	750	730	1802	0	0
SOX12	631.791667	0	0	894	1443	2492	2195	238	287	0	0	638	1513	1230	683	0	0	0	0	250	342	871	567	1520	0	0
YIPF5	631.625000	0	0	487	1834	3239	1191	431	195	0	0	171	1094	1148	398	0	0	0	0	343	335	1518	839	1936	0	0
KCTD16	631.625000	0	0	487	1834	3239	1191	431	195	0	0	171	1094	1148	398	0	0	0	0	343	335	1518	839	1936	0	0
ZMYND10	631.500000	0	0	287	1747	2634	2013	155	0	0	0	141	1208	1532	856	0	0	0	0	252	361	1345	1017	1608	0	0
RASSF1	631.500000	0	0	287	1747	2634	2013	155	0	0	0	141	1208	1532	856	0	0	0	0	252	361	1345	1017	1608	0	0
PRMT3	630.791667	0	0	264	1316	2975	1895	0	0	0	0	0	1932	1121	679	0	0	0	0	321	413	1255	971	1997	0	0
CD55	630.666667	0	0	550	1924	3076	2396	217	0	0	0	0	1212	762	283	0	0	0	0	294	490	1304	964	1664	0	0
MTCH2	629.708333	0	0	397	1470	3264	2426	324	0	0	0	275	1816	838	744	0	0	0	0	213	268	703	587	1788	0	0
SLC36A1	629.458333	0	0	239	1681	3250	2250	0	0	0	0	107	1872	1069	719	0	0	0	0	207	352	995	525	1841	0	0
YTHDC1	628.916667	0	0	313	1751	2945	1631	0	0	0	0	107	1426	2154	996	0	0	0	0	227	403	676	465	2000	0	0
UVSSA	628.583333	0	0	218	1324	2081	1030	0	0	0	0	618	2112	1697	947	0	0	0	0	379	416	1301	926	2037	0	0
